2026-09-07 01:33:08 [INFO] Starting read-only 10-bit inspection; source=E:\torrents\final_organized
2026-09-07 01:33:08 [INFO] ===============================================================================
2026-09-07 01:33:08 [INFO] HANDBRAKE BIT-DEPTH INSPECTOR
2026-09-07 01:33:08 [INFO] ===============================================================================
2026-09-07 01:33:08 [INFO] Library   : E:\torrents\final_organized
2026-09-07 01:33:08 [INFO] Workers   : 8
2026-09-07 01:33:08 [INFO] Min size  : 0 MB
2026-09-07 01:33:08 [INFO] ffprobe   : C:\Users\bensm\AppData\Local\Microsoft\WinGet\Links\ffprobe.EXE
2026-09-07 01:33:08 [INFO] Log       : E:\torrents\tools\ReportsAndLogs\10bit\10bit.log
2026-09-07 01:33:08 [INFO] Report    : E:\torrents\tools\ReportsAndLogs\10bit\10bit_report.txt
2026-09-07 01:33:08 [INFO] 
2026-09-07 01:33:08 [INFO] Found 381 canonical MKV movie file(s).
2026-09-07 01:33:08 [INFO] Probe cache: E:\torrents\tools\ReportsAndLogs\state.db (0 entries loaded)
2026-09-07 01:33:10 [INFO] [243/381] SKIP-SDR  Skyfall (2012).mkv
2026-09-07 01:33:10 [INFO] [244/381] SKIP-SDR  Slumdog Millionaire (2008).mkv
2026-09-07 01:33:10 [INFO] [245/381] SKIP-SDR  Snatch (2000).mkv
2026-09-07 01:33:10 [INFO] [246/381] SKIP-SDR  Snowden (2016).mkv
2026-09-07 01:33:11 [INFO] [247/381] SKIP-SDR  Spaceballs (1987).mkv
2026-09-07 01:33:11 [INFO] [248/381] SKIP-SDR  Source Code (2011).mkv
2026-09-07 01:33:11 [INFO] [249/381] SKIP-SDR  Spider-Man (2002).mkv
2026-09-07 01:33:11 [INFO] [250/381] SKIP-SDR  Spider-Man - Across the Spider-Verse (2023).mkv
2026-09-07 01:33:11 [INFO] [251/381] SKIP-SDR  Spider-Man - Into the Spider-Verse (2018).mkv
2026-09-07 01:33:11 [INFO] [252/381] SKIP-SDR  Spider-Man 2 (2004).mkv
2026-09-07 01:33:11 [INFO] [253/381] SKIP-SDR  Spider-Man - Homecoming (2017).mkv
2026-09-07 01:33:11 [INFO] [254/381] SKIP-SDR  Spider-Man No Way Home (2021).mkv
2026-09-07 01:33:11 [INFO] [255/381] SKIP-SDR  Split (2016).mkv
2026-09-07 01:33:11 [INFO] [256/381] SKIP-SDR  Spirited Away (2001).mkv
2026-09-07 01:33:11 [INFO] [257/381] SKIP-SDR  Stalker (1979).mkv
2026-09-07 01:33:11 [INFO] [258/381] SKIP-SDR  Stand by Me (1986).mkv
2026-09-07 01:33:11 [INFO] [259/381] SKIP-SDR  Star Trek - Into Darkness (2013).mkv
2026-09-07 01:33:11 [INFO] [260/381] SKIP-SDR  Star Wars - Episode I - The Phantom Menace (1999).mkv
2026-09-07 01:33:11 [INFO] [261/381] SKIP-SDR  Star Trek (2009).mkv
2026-09-07 01:33:11 [INFO] [262/381] SKIP-SDR  Star Wars - Episode II - Attack of the Clones (2002).mkv
2026-09-07 01:33:11 [INFO] [263/381] SKIP-SDR  Star Wars - Episode III - Revenge of the Sith (2005).mkv
2026-09-07 01:33:11 [INFO] [264/381] SKIP-SDR  Star Wars - Episode IV - A New Hope (1977).mkv
2026-09-07 01:33:11 [INFO] [265/381] SKIP-SDR  Star Wars - Episode V - The Empire Strikes Back (1980).mkv
2026-09-07 01:33:11 [INFO] [266/381] SKIP-SDR  Star Wars - Episode VI - Return of the Jedi (1983).mkv
2026-09-07 01:33:11 [INFO] [267/381] SKIP-SDR  Straight Outta Compton (2015).mkv
2026-09-07 01:33:11 [INFO] [268/381] SKIP-SDR  Super 8 (2011).mkv
2026-09-07 01:33:11 [INFO] [269/381] SKIP-SDR  Superbad (2007).mkv
2026-09-07 01:33:11 [INFO] [270/381] SKIP-SDR  Surf's Up (2007).mkv
2026-09-07 01:33:11 [INFO] [271/381] SKIP-SDR  Taken (2008).mkv
2026-09-07 01:33:11 [INFO] [272/381] SKIP-SDR  Tangled (2010).mkv
2026-09-07 01:33:11 [INFO] [273/381] SKIP-SDR  Taxi Driver (1976).mkv
2026-09-07 01:33:11 [INFO] [274/381] SKIP-SDR  Ted (2012).mkv
2026-09-07 01:33:11 [INFO] [275/381] SKIP-SDR  Tenet (2020).mkv
2026-09-07 01:33:11 [INFO] [276/381] SKIP-SDR  Tetris (2023).mkv
2026-09-07 01:33:11 [INFO] [277/381] SKIP-SDR  The Accountant (2016).mkv
2026-09-07 01:33:11 [INFO] [278/381] SKIP-SDR  Terminator 2 - Judgment Day (1991).mkv
2026-09-07 01:33:11 [INFO] [279/381] SKIP-SDR  The Avengers (2012).mkv
2026-09-07 01:33:11 [INFO] [280/381] SKIP-SDR  The Batman (2022).mkv
2026-09-07 01:33:11 [INFO] [281/381] SKIP-SDR  The Amazing Spider-Man (2012).mkv
2026-09-07 01:33:11 [INFO] [282/381] SKIP-SDR  The Big Lebowski (1998).mkv
2026-09-07 01:33:11 [INFO] [283/381] SKIP-SDR  The Bourne Supremacy (2004).mkv
2026-09-07 01:33:11 [INFO] [284/381] SKIP-SDR  The Big Short (2015).mkv
2026-09-07 01:33:11 [INFO] [285/381] SKIP-SDR  The Bourne Identity (2002).mkv
2026-09-07 01:33:11 [INFO] [286/381] SKIP-SDR  The Book of Eli (2010).mkv
2026-09-07 01:33:11 [INFO] [287/381] SKIP-SDR  The Boy in the Striped Pyjamas (2008).mkv
2026-09-07 01:33:11 [INFO] [288/381] SKIP-SDR  The Bourne Ultimatum (2007).mkv
2026-09-07 01:33:11 [INFO] [289/381] SKIP-SDR  The Breakfast Club (1985).mkv
2026-09-07 01:33:11 [INFO] [290/381] SKIP-SDR  The Curious Case of Benjamin Button (2008).mkv
2026-09-07 01:33:11 [INFO] [291/381] SKIP-SDR  The Day After (1983).mkv
2026-09-07 01:33:11 [INFO] [292/381] SKIP-SDR  The Dark Knight Rises (2012).mkv
2026-09-07 01:33:11 [INFO] [293/381] SKIP-SDR  The Dark Knight (2008).mkv
2026-09-07 01:33:11 [INFO] [294/381] SKIP-SDR  The Departed (2006).mkv
2026-09-07 01:33:11 [INFO] [295/381] SKIP-SDR  The Emperor's New Groove (2000).mkv
2026-09-07 01:33:11 [INFO] [296/381] SKIP-SDR  The Edge of Seventeen (2016).mkv
2026-09-07 01:33:11 [INFO] [297/381] SKIP-SDR  The Fast and the Furious (2001).mkv
2026-09-07 01:33:11 [INFO] [298/381] SKIP-SDR  The Founder (2016).mkv
2026-09-07 01:33:11 [INFO] [299/381] SKIP-SDR  The Green Mile (1999).mkv
2026-09-07 01:33:11 [INFO] [300/381] SKIP-SDR  The Godfather - Part II (1974).mkv
2026-09-07 01:33:11 [INFO] [301/381] SKIP-SDR  The Godfather (1972).mkv
2026-09-07 01:33:11 [INFO] [302/381] SKIP-SDR  The Goonies (1985).mkv
2026-09-07 01:33:11 [INFO] [303/381] SKIP-SDR  The Hangover (2009).mkv
2026-09-07 01:33:11 [INFO] [304/381] SKIP-SDR  The Hunger Games (2012).mkv
2026-09-07 01:33:11 [INFO] [305/381] SKIP-SDR  The Help (2011).mkv
2026-09-07 01:33:11 [INFO] [306/381] SKIP-SDR  The Hunger Games - Mockingjay - Part 1 (2014).mkv
2026-09-07 01:33:11 [INFO] [307/381] SKIP-SDR  The Hunger Games Catching Fire (2013).mkv
2026-09-07 01:33:11 [INFO] [308/381] SKIP-SDR  The Hunger Games - Mockingjay - Part 2 (2015).mkv
2026-09-07 01:33:11 [INFO] [309/381] SKIP-SDR  The Imitation Game (2014).mkv
2026-09-07 01:33:11 [INFO] [310/381] SKIP-SDR  The Hurt Locker (2008).mkv
2026-09-07 01:33:11 [INFO] [311/381] SKIP-SDR  The Incredibles (2004).mkv
2026-09-07 01:33:11 [INFO] [312/381] SKIP-SDR  The Interview (2014).mkv
2026-09-07 01:33:11 [INFO] [313/381] SKIP-SDR  The Invisible Man (2020).mkv
2026-09-07 01:33:11 [INFO] [314/381] SKIP-SDR  The Karate Kid (1984).mkv
2026-09-07 01:33:11 [INFO] [315/381] SKIP-SDR  The Lord of the Rings The Two Towers (2002).mkv
2026-09-07 01:33:11 [INFO] [316/381] SKIP-SDR  The Longest Yard (2005).mkv
2026-09-07 01:33:11 [INFO] [317/381] SKIP-SDR  The Lord of the Rings The Fellowship of the Ring (2001).mkv
2026-09-07 01:33:11 [INFO] [318/381] SKIP-SDR  The Lord of the Rings The Return of the King (2003).mkv
2026-09-07 01:33:11 [INFO] [319/381] SKIP-SDR  The Martian (2015).mkv
2026-09-07 01:33:11 [INFO] [320/381] SKIP-SDR  The Maze Runner (2014).mkv
2026-09-07 01:33:11 [INFO] [321/381] SKIP-SDR  The Matrix (1999).mkv
2026-09-07 01:33:11 [INFO] [322/381] SKIP-SDR  The Nightmare Before Christmas (1993).mkv
2026-09-07 01:33:11 [INFO] [323/381] SKIP-SDR  The Prestige (2006).mkv
2026-09-07 01:33:11 [INFO] [324/381] SKIP-SDR  The Polar Express (2004).mkv
2026-09-07 01:33:11 [INFO] [325/381] SKIP-SDR  The Princess and the Frog (2009).mkv
2026-09-07 01:33:11 [INFO] [326/381] SKIP-SDR  The Proposal (2009).mkv
2026-09-07 01:33:11 [INFO] [327/381] SKIP-SDR  The Shawshank Redemption (1994).mkv
2026-09-07 01:33:11 [INFO] [328/381] SKIP-SDR  The Sandlot (1993).mkv
2026-09-07 01:33:11 [INFO] [329/381] SKIP-SDR  The Revenant (2015).mkv
2026-09-07 01:33:11 [INFO] [330/381] SKIP-SDR  The Silence of the Lambs (1991).mkv
2026-09-07 01:33:11 [INFO] [331/381] SKIP-SDR  The Substance (2024).mkv
2026-09-07 01:33:11 [INFO] [332/381] SKIP-SDR  The Sixth Sense (1999).mkv
2026-09-07 01:33:11 [INFO] [333/381] SKIP-SDR  The Terminator (1984).mkv
2026-09-07 01:33:11 [INFO] [334/381] SKIP-SDR  The Social Network (2010).mkv
2026-09-07 01:33:11 [INFO] [335/381] SKIP-SDR  The Thing (1982).mkv
2026-09-07 01:33:11 [INFO] [336/381] SKIP-SDR  The Truman Show (1998).mkv
2026-09-07 01:33:11 [INFO] [337/381] SKIP-SDR  The Theory of Everything (2014).mkv
2026-09-07 01:33:11 [INFO] [338/381] SKIP-SDR  The Usual Suspects (1995).mkv
2026-09-07 01:33:11 [INFO] [339/381] SKIP-SDR  The Wild Robot (2024).mkv
2026-09-07 01:33:11 [INFO] [340/381] SKIP-SDR  The Wolf of Wall Street (2013).mkv
2026-09-07 01:33:11 [INFO] [341/381] SKIP-SDR  There Will Be Blood (2007).mkv
2026-09-07 01:33:11 [INFO] [342/381] SKIP-SDR  This Christmas (2007).mkv
2026-09-07 01:33:12 [INFO] [343/381] SKIP-SDR  This Is the End (2013).mkv
2026-09-07 01:33:12 [INFO] [344/381] SKIP-SDR  Threads (1984).mkv
2026-09-07 01:33:12 [INFO] [345/381] SKIP-SDR  Titanic (1997).mkv
2026-09-07 01:33:12 [INFO] [346/381] SKIP-SDR  Thor - Ragnarok (2017).mkv
2026-09-07 01:33:12 [INFO] [347/381] SKIP-SDR  Toy Story (1995).mkv
2026-09-07 01:33:12 [INFO] [348/381] SKIP-SDR  Top Gun - Maverick (2022).mkv
2026-09-07 01:33:12 [INFO] [349/381] SKIP-SDR  Toy Story 2 (1999).mkv
2026-09-07 01:33:12 [INFO] [350/381] SKIP-SDR  Top Gun (1986).mkv
2026-09-07 01:33:12 [INFO] [351/381] SKIP-SDR  Toy Story 5 (2026).mkv
2026-09-07 01:33:12 [INFO] [352/381] SKIP-SDR  Training Day (2001).mkv
2026-09-07 01:33:12 [INFO] [353/381] SKIP-SDR  Toy Story 3 (2010).mkv
2026-09-07 01:33:12 [INFO] [354/381] SKIP-SDR  Toy Story 4 (2019).mkv
2026-09-07 01:33:12 [INFO] [355/381] SKIP-SDR  Transformers Dark Of The Moon (2011).mkv
2026-09-07 01:33:12 [INFO] [356/381] SKIP-SDR  Transformers Revenge of the Fallen (2009).mkv
2026-09-07 01:33:12 [INFO] [357/381] SKIP-SDR  Treasure Planet (2002).mkv
2026-09-07 01:33:12 [INFO] [358/381] SKIP-SDR  Transformers (2007).mkv
2026-09-07 01:33:12 [INFO] [359/381] SKIP-SDR  Turtles Forever (2009).mkv
2026-09-07 01:33:12 [INFO] [360/381] SKIP-SDR  Twelve Monkeys (1995).mkv
2026-09-07 01:33:12 [INFO] [361/381] SKIP-SDR  Uncut Gems (2019).mkv
2026-09-07 01:33:12 [INFO] [362/381] SKIP-SDR  TRON - Legacy (2010).mkv
2026-09-07 01:33:12 [INFO] [363/381] SKIP-SDR  Us (2019).mkv
2026-09-07 01:33:12 [INFO] [364/381] SKIP-SDR  V for Vendetta (2005).mkv
2026-09-07 01:33:12 [INFO] [365/381] SKIP-SDR  United 93 (2006).mkv
2026-09-07 01:33:12 [INFO] [366/381] SKIP-SDR  WALL-E (2008).mkv
2026-09-07 01:33:12 [INFO] [367/381] SKIP-SDR  War Dogs (2016).mkv
2026-09-07 01:33:12 [INFO] [368/381] SKIP-SDR  Wallace & Gromit - The Curse of the Were-Rabbit (2005).mkv
2026-09-07 01:33:12 [INFO] [369/381] SKIP-SDR  WarGames (1983).mkv
2026-09-07 01:33:12 [INFO] [370/381] SKIP-SDR  War for the Planet of the Apes (2017).mkv
2026-09-07 01:33:12 [INFO] [371/381] SKIP-SDR  Whiplash (2014).mkv
2026-09-07 01:33:12 [INFO] [372/381] SKIP-SDR  Weapons (2025).mkv
2026-09-07 01:33:12 [INFO] [373/381] SKIP-SDR  We're the Millers (2013).mkv
2026-09-07 01:33:12 [INFO] [374/381] SKIP-SDR  Warrior (2011).mkv
2026-09-07 01:33:12 [INFO] [375/381] SKIP-SDR  Wreck-It Ralph (2012).mkv
2026-09-07 01:33:12 [INFO] [376/381] SKIP-SDR  World War Z (2013).mkv
2026-09-07 01:33:12 [INFO] [377/381] SKIP-SDR  Zathura - A Space Adventure (2005).mkv
2026-09-07 01:33:12 [INFO] [378/381] SKIP-SDR  Willy Wonka & the Chocolate Factory (1971).mkv
2026-09-07 01:33:12 [INFO] [379/381] SKIP-SDR  Zero Dark Thirty (2012).mkv
2026-09-07 01:33:12 [INFO] [380/381] SKIP-SDR  Zootopia 2 (2025).mkv
2026-09-07 01:33:12 [INFO] [381/381] SKIP-SDR  Zootopia (2016).mkv
2026-09-07 01:33:12 [INFO] Probe cache: 0 reused, 381 probed.
2026-09-07 01:33:14 [INFO] 
2026-09-07 01:33:14 [INFO] ===============================================================================
2026-09-07 01:33:14 [INFO] SCAN COMPLETE
2026-09-07 01:33:14 [INFO] ===============================================================================
2026-09-07 01:33:14 [INFO]   8-bit SDR (QUEUE)         : 0
2026-09-07 01:33:14 [INFO]   10/12/16-bit SDR (SKIP)   : 380
2026-09-07 01:33:14 [INFO]   Native HDR (KEEP)         : 1
2026-09-07 01:33:14 [INFO]   8-bit tagged HDR (REVIEW) : 0
2026-09-07 01:33:14 [INFO]   Unknown bit depth (REVIEW): 0
2026-09-07 01:33:14 [INFO]   Total review required     : 0
2026-09-07 01:33:14 [INFO]   Errors                    : 0
2026-09-07 01:33:14 [INFO] ===============================================================================
2026-09-07 01:33:14 [INFO] Report : E:\torrents\tools\ReportsAndLogs\10bit\10bit_report.txt
